agro_ecological_zone,soil_ph,nitrogen_N,phosphorus_P,potassium_K,soil_moisture,soil_temp,ambient_temp,humidity,rainfall,altitude,soil_type
Wet,4.41,102.47,7.71,76.16,12.48,27.2,28.35,55.51,11.78,140.61,Bog and Half-Bog
Dry,7.24,57.09,17.78,181.3,29.75,32.14,33.04,47.36,4.17,126.82,Reddish Brown Earths
Dry,9.02,14.75,11.0,401.69,10.57,29.06,30.48,65.41,4.43,51.09,Solonchaks
Dry,8.6,13.74,14.86,398.41,67.3,30.3,31.24,76.85,0.6,136.92,Solodized Solonetz
Wet,4.39,103.78,10.21,80.96,54.8,26.86,27.47,53.96,24.54,12.61,Bog and Half-Bog
Dry,6.03,26.62,11.97,99.2,47.23,28.01,29.58,57.04,2.72,41.28,Non-Calcic Brown
Dry,6.93,54.22,18.22,177.26,53.52,31.15,32.12,90.94,1.14,93.23,Reddish Brown Earths
Dry,6.56,24.42,10.71,80.32,17.17,34.04,34.76,53.51,2.71,37.16,Red Yellow Latosols
Wet,4.46,114.38,10.42,61.31,18.88,24.45,25.37,59.8,19.69,210.85,Bog and Half-Bog
Intermediate,5.93,44.28,15.33,149.8,42.08,22.95,24.87,81.78,6.89,204.67,Reddish Brown Latosolic
Dry,7.1,48.86,14.5,118.36,39.99,29.94,30.56,47.21,2.6,49.3,Low Humic Gley
Wet,4.96,40.42,7.08,94.89,51.16,24.32,25.14,49.72,18.49,488.49,Red Yellow Podzolic
Dry,8.38,27.77,13.27,261.9,61.69,30.9,32.15,77.76,3.3,45.67,Calcic Red Yellow Latosols
Wet,5.51,36.98,13.26,147.36,27.26,26.7,27.27,86.67,25.61,196.6,Immature Brown Loams
Dry/Wet,7.19,13.81,4.91,46.35,24.96,30.33,32.19,54.88,20.46,100.92,Regosols
Dry,6.31,44.12,17.55,140.32,10.37,30.65,31.8,80.17,0.77,126.11,Low Humic Gley
Dry,7.58,39.62,19.02,266.96,7.39,34.07,34.78,77.77,0.59,66.01,Grumusols
Wet,4.6,112.41,10.37,65.08,18.45,25.39,26.0,91.5,29.84,411.71,Bog and Half-Bog
Intermediate,5.65,45.22,15.35,128.67,35.21,26.92,28.21,73.16,8.56,664.93,Reddish Brown Latosolic
Wet,4.76,106.15,9.75,59.79,22.42,24.65,25.73,76.47,11.48,127.23,Bog and Half-Bog
Dry,8.94,14.0,10.28,547.4,33.82,31.14,32.44,42.08,1.75,108.68,Solonchaks
Wet,4.31,103.27,12.58,53.35,61.87,25.0,26.03,69.93,18.3,239.32,Bog and Half-Bog
Wet,4.52,119.93,9.85,63.2,36.46,24.03,25.75,84.86,19.74,424.91,Bog and Half-Bog
Dry/Wet,7.36,13.11,6.96,47.14,51.1,32.18,32.97,81.09,27.79,90.86,Regosols
Dry,6.67,55.86,20.25,153.28,10.3,29.09,30.39,41.5,2.6,13.22,Reddish Brown Earths
Dry,8.6,14.74,11.36,444.11,32.02,32.52,34.19,89.77,1.31,62.81,Solonchaks
Wet,4.74,112.52,11.61,66.8,44.19,27.63,28.53,81.97,21.26,69.08,Bog and Half-Bog
Dry,7.9,22.95,12.14,276.01,69.35,31.28,32.12,84.33,1.94,120.24,Solodized Solonetz
Dry,6.96,47.04,13.63,128.25,32.39,28.43,29.22,69.91,2.45,61.61,Low Humic Gley
Dry,6.76,44.18,15.26,124.16,14.95,31.42,32.42,82.79,2.84,91.19,Low Humic Gley
Dry,6.9,62.89,22.12,168.13,20.07,27.95,29.89,91.73,1.83,140.74,Reddish Brown Earths
Wet,4.32,148.96,11.38,65.22,30.33,27.34,28.96,55.53,18.47,225.17,Bog and Half-Bog
Dry,6.77,49.24,13.31,125.9,26.7,29.62,31.0,42.98,2.41,15.49,Low Humic Gley
Intermediate,6.32,82.03,27.23,180.53,22.17,25.45,26.92,57.05,11.44,638.9,Alluvial Soils
Intermediate,6.17,68.97,26.94,175.64,19.09,25.54,26.69,83.02,9.62,260.46,Alluvial Soils
Wet,4.58,128.65,10.14,58.47,31.66,25.08,26.38,61.43,16.1,50.17,Bog and Half-Bog
Intermediate,6.69,77.59,33.34,185.2,13.24,24.73,25.44,64.56,7.52,180.56,Alluvial Soils
Dry,8.11,30.46,14.5,224.47,16.69,29.07,30.82,52.89,4.24,86.39,Calcic Red Yellow Latosols
Dry,9.05,10.98,10.59,517.43,66.33,33.24,33.86,47.79,3.91,61.68,Solonchaks
Dry,6.58,46.65,20.87,175.54,42.74,29.44,31.2,41.79,1.42,107.52,Reddish Brown Earths
Dry,6.62,42.18,15.52,127.21,15.8,30.27,31.07,79.82,3.63,19.37,Low Humic Gley
Dry,7.57,40.36,22.19,276.63,30.95,26.84,28.76,76.08,1.27,64.16,Grumusols
Dry,7.41,38.34,22.4,288.89,42.99,30.1,31.95,79.84,3.69,28.53,Grumusols
Dry,8.49,14.92,10.02,506.7,41.13,29.97,31.8,81.63,2.45,143.02,Solonchaks
Wet,4.85,38.89,12.48,99.47,40.37,21.69,22.76,40.04,24.36,247.23,Red Yellow Podzolic
Dry,6.31,22.34,8.57,65.26,54.07,33.36,34.78,57.69,4.56,121.32,Red Yellow Latosols
Wet,4.53,131.07,11.54,70.45,54.49,23.26,24.55,80.42,23.97,193.27,Bog and Half-Bog
Dry,8.8,11.67,9.0,509.43,57.68,33.33,33.89,53.91,1.38,92.83,Solonchaks
Wet,4.6,121.0,10.37,66.99,66.86,27.75,29.24,47.23,28.64,459.03,Bog and Half-Bog
Wet,4.51,109.51,8.85,60.6,41.73,26.22,27.37,61.4,21.45,112.1,Bog and Half-Bog
Dry,6.0,25.65,7.71,121.37,40.15,26.21,28.09,66.42,1.66,38.16,Non-Calcic Brown
Dry,6.57,58.49,18.4,166.69,25.45,28.76,30.05,53.14,2.79,62.4,Reddish Brown Earths
Dry,6.32,20.06,12.55,70.02,11.48,33.27,34.23,47.96,3.56,25.36,Red Yellow Latosols
Dry,6.53,19.49,7.33,78.67,33.42,30.44,31.61,67.02,4.88,66.35,Red Yellow Latosols
Dry,8.14,28.72,18.64,241.31,27.77,30.53,31.66,72.19,3.59,16.32,Calcic Red Yellow Latosols
Wet,4.73,98.44,8.12,63.37,11.89,25.39,25.99,73.31,14.0,387.44,Bog and Half-Bog
Wet,5.67,42.08,13.32,140.91,55.83,19.75,20.89,44.01,14.82,416.22,Immature Brown Loams
Dry,5.9,19.52,7.33,92.91,28.63,28.75,30.09,65.21,0.6,124.31,Non-Calcic Brown
Dry,6.88,45.58,14.6,127.57,62.84,30.0,31.02,74.0,3.93,40.9,Low Humic Gley
Wet,5.52,44.29,15.1,130.68,10.82,24.3,25.03,56.15,18.16,430.36,Immature Brown Loams
Intermediate,6.36,86.67,26.18,182.61,41.2,27.48,29.34,72.61,5.25,701.6,Alluvial Soils
Dry,6.16,27.71,10.43,117.45,39.59,28.45,29.61,81.68,1.72,96.03,Non-Calcic Brown
Dry,6.36,40.78,14.03,133.94,25.16,28.43,29.86,73.81,0.51,55.72,Low Humic Gley
Dry,5.78,29.49,12.04,97.6,45.45,28.95,30.76,66.32,1.08,107.0,Non-Calcic Brown
Dry,8.03,16.58,14.33,308.58,52.54,33.04,34.09,47.29,1.45,76.37,Solodized Solonetz
Dry,6.0,31.23,11.69,102.05,33.43,29.88,30.51,62.95,3.88,12.02,Non-Calcic Brown
Dry,5.98,26.25,9.6,119.93,31.21,29.08,31.05,89.7,3.87,28.89,Non-Calcic Brown
Intermediate,6.39,45.39,16.54,159.12,34.3,25.69,27.27,91.29,13.25,390.13,Reddish Brown Latosolic
Dry/Wet,7.25,14.34,7.97,41.88,50.47,28.41,29.16,50.02,21.74,438.26,Regosols
Wet,4.69,126.1,8.3,57.02,16.91,27.3,28.4,59.81,19.32,251.46,Bog and Half-Bog
Dry,7.87,39.15,23.75,301.83,60.2,27.4,28.05,67.7,4.95,29.93,Grumusols
Dry,8.19,28.14,16.03,227.08,33.94,32.11,32.68,78.94,1.23,112.56,Calcic Red Yellow Latosols
Dry,6.85,46.36,13.41,119.35,44.12,26.09,27.99,51.3,1.8,99.75,Low Humic Gley
Dry/Wet,7.05,8.4,4.27,51.37,57.29,32.56,33.29,86.12,13.36,276.08,Regosols
Dry,6.55,20.23,6.85,76.04,39.32,31.8,32.66,81.37,1.69,138.62,Red Yellow Latosols
Intermediate,6.06,44.45,12.85,132.71,25.51,23.46,24.27,83.94,12.85,117.52,Reddish Brown Latosolic
Intermediate,6.05,76.36,33.77,189.28,16.83,25.13,26.21,56.89,11.47,132.77,Alluvial Soils
Wet,5.03,31.46,8.04,96.52,51.65,20.98,22.81,73.74,29.01,328.1,Red Yellow Podzolic
Dry,7.55,41.34,22.14,273.15,27.79,30.99,32.82,78.3,3.03,20.08,Grumusols
Dry,7.97,25.97,16.78,215.31,22.6,30.59,31.58,59.51,2.18,127.26,Calcic Red Yellow Latosols
Dry,8.15,26.42,13.07,371.19,68.61,28.28,29.28,62.89,2.03,57.28,Solodized Solonetz
Dry,6.39,16.07,12.11,83.2,13.79,32.26,33.25,81.8,0.35,30.99,Red Yellow Latosols
Wet,4.19,108.27,12.05,76.38,16.81,25.25,26.7,51.93,17.43,234.31,Bog and Half-Bog
Intermediate,6.12,70.54,35.66,198.48,17.56,27.11,28.82,53.89,13.87,191.12,Alluvial Soils
Dry,8.06,28.57,14.73,229.64,67.04,29.51,30.38,57.28,4.07,147.41,Calcic Red Yellow Latosols
Wet,4.18,110.55,12.46,59.37,42.74,26.5,27.84,63.54,24.41,347.81,Bog and Half-Bog
Dry/Wet,7.46,14.2,7.41,42.2,49.99,30.94,31.45,71.22,24.95,467.95,Regosols
Dry,6.71,20.76,9.24,74.27,47.12,28.71,30.28,41.68,0.63,25.55,Red Yellow Latosols
Dry,7.93,17.69,15.12,259.82,8.79,33.82,34.9,43.17,2.51,137.78,Solodized Solonetz
Dry,8.19,24.91,15.67,230.57,54.25,26.69,28.5,46.96,1.91,37.58,Calcic Red Yellow Latosols
Dry,8.23,23.54,15.22,245.4,26.46,31.1,31.82,76.49,0.35,68.95,Solodized Solonetz
Intermediate,6.31,45.06,9.91,131.52,30.95,24.93,26.7,71.95,8.92,408.02,Reddish Brown Latosolic
Dry,8.68,14.73,10.47,474.1,46.42,32.21,33.42,82.01,1.13,142.69,Solonchaks
Intermediate,6.23,46.09,13.78,137.47,25.51,24.4,25.15,75.25,12.33,393.69,Reddish Brown Latosolic
Dry/Wet,7.46,12.17,6.52,50.59,18.26,27.68,28.66,49.91,15.06,25.77,Regosols
Wet,4.95,41.03,8.7,96.5,7.43,22.54,24.53,49.02,11.01,71.39,Red Yellow Podzolic
Dry,8.02,30.03,15.23,225.52,50.81,30.29,32.22,54.22,3.57,68.36,Calcic Red Yellow Latosols
Dry,6.64,54.77,18.59,170.43,53.19,32.07,33.12,49.69,3.46,125.87,Reddish Brown Earths
Dry,7.15,50.12,14.58,128.78,22.25,27.35,29.25,52.75,0.21,111.43,Low Humic Gley
Dry,8.72,13.98,7.97,413.25,42.97,30.07,31.3,78.3,0.8,68.51,Solonchaks
Wet,4.29,114.95,8.38,55.71,8.82,27.53,28.62,84.18,21.11,285.25,Bog and Half-Bog
Dry,8.72,13.62,9.74,492.96,6.83,29.16,31.09,81.52,0.72,61.05,Solonchaks
Dry,6.26,23.91,6.22,117.27,62.93,29.38,30.15,77.27,4.52,27.68,Non-Calcic Brown
Intermediate,5.68,75.42,30.11,197.91,10.61,28.54,29.09,86.22,5.99,669.43,Alluvial Soils
Intermediate,6.1,32.39,12.61,149.98,31.21,25.55,27.18,90.78,10.2,766.11,Reddish Brown Latosolic
Wet,5.21,32.52,14.28,86.55,12.12,22.96,24.05,85.42,17.88,454.87,Red Yellow Podzolic
Dry,8.57,15.69,10.03,366.37,45.53,31.21,33.12,79.7,1.03,129.79,Solonchaks
Intermediate,5.9,46.38,13.66,129.6,22.61,24.03,25.42,81.8,8.49,716.35,Reddish Brown Latosolic
Dry,8.14,13.11,14.86,322.73,15.08,33.48,34.19,74.46,0.48,28.4,Solodized Solonetz
Dry,6.48,16.27,11.42,81.27,51.29,29.92,30.56,49.18,0.66,64.29,Red Yellow Latosols
Dry,5.61,29.86,9.61,121.65,10.36,30.32,31.89,80.29,4.6,18.57,Non-Calcic Brown
Dry,7.04,46.14,12.72,108.43,30.53,30.04,30.69,40.47,2.16,21.84,Low Humic Gley
Dry,6.58,20.55,10.19,79.27,34.62,30.35,30.92,56.6,3.43,95.4,Red Yellow Latosols
Dry,8.6,20.42,17.58,409.37,5.07,31.59,32.32,74.52,0.16,11.72,Solodized Solonetz
Dry,6.45,19.56,10.3,87.53,34.76,33.69,35.38,73.56,1.69,89.38,Red Yellow Latosols
Dry,6.98,54.55,18.9,159.19,68.92,30.92,31.77,59.59,1.76,140.35,Reddish Brown Earths
Dry/Wet,7.28,15.57,5.6,55.91,66.56,31.69,33.52,62.28,26.44,456.52,Regosols
Wet,5.41,47.81,11.91,106.54,39.91,22.65,24.1,50.36,26.71,122.03,Immature Brown Loams
Dry,7.58,42.21,22.04,324.25,59.35,28.06,29.44,61.59,4.55,136.06,Grumusols
Dry,8.44,22.16,17.4,396.46,55.05,29.11,30.48,88.55,4.12,145.25,Solodized Solonetz
Dry,8.12,14.6,14.59,422.6,31.4,32.18,32.69,83.05,1.47,62.69,Solodized Solonetz
Intermediate,6.28,85.39,35.19,204.38,49.77,26.23,28.09,76.68,9.52,659.13,Alluvial Soils
Dry,8.86,12.24,10.22,469.29,16.76,33.12,34.16,79.46,0.53,102.66,Solonchaks
Dry,7.77,41.18,22.7,295.3,50.47,29.11,30.03,74.18,3.6,21.25,Grumusols
Dry,6.61,44.35,15.64,134.49,10.79,30.26,31.27,68.24,3.86,45.23,Low Humic Gley
Intermediate,5.87,77.52,31.27,186.37,60.25,30.29,31.8,61.36,6.8,798.54,Alluvial Soils
Dry,8.06,25.5,18.38,220.65,5.04,27.84,29.63,52.95,0.4,28.9,Calcic Red Yellow Latosols
Dry,8.42,22.3,15.27,347.2,57.04,31.08,32.67,43.73,1.28,101.01,Solodized Solonetz
Intermediate,6.15,37.09,15.29,137.97,51.27,27.28,27.89,81.0,9.37,524.93,Reddish Brown Latosolic
Dry,5.76,27.32,10.5,103.7,41.37,28.91,30.66,49.37,4.55,93.94,Non-Calcic Brown
Dry,7.9,39.18,23.32,230.16,32.31,29.85,31.27,57.51,1.93,96.47,Grumusols
Dry,7.86,33.01,20.2,208.45,26.71,29.95,30.81,63.32,1.97,15.57,Calcic Red Yellow Latosols
Intermediate,6.04,78.71,32.16,202.94,7.13,28.65,29.8,79.89,9.5,315.2,Alluvial Soils
Dry,7.07,55.76,21.79,144.41,51.06,29.92,31.46,94.36,1.03,132.94,Reddish Brown Earths
Dry/Wet,7.27,13.05,8.09,42.61,57.33,30.58,31.63,86.78,20.12,16.21,Regosols
Dry,8.21,16.19,13.26,314.22,65.43,33.18,34.92,56.43,1.16,57.09,Solodized Solonetz
Dry,8.69,11.76,9.57,459.57,48.36,31.91,32.46,58.73,2.21,34.67,Solonchaks
Intermediate,6.01,75.9,29.7,235.14,52.03,26.36,26.92,49.15,6.28,263.43,Alluvial Soils
Dry,6.96,40.5,24.11,326.49,63.25,28.84,30.49,86.25,1.86,83.05,Grumusols
Dry,5.86,24.77,9.86,116.28,51.22,26.2,27.8,51.04,1.78,40.27,Non-Calcic Brown
Dry,5.92,26.54,11.13,111.63,16.22,30.26,30.9,46.7,0.64,39.66,Non-Calcic Brown
Dry,8.04,35.36,22.79,241.01,48.14,29.44,30.63,44.24,3.77,35.68,Calcic Red Yellow Latosols
Intermediate,5.72,45.91,14.63,132.26,52.39,25.54,26.36,57.24,5.68,194.82,Reddish Brown Latosolic
Dry,6.05,24.61,6.63,112.41,45.35,28.81,30.14,74.75,1.77,102.34,Non-Calcic Brown
Intermediate,5.73,41.37,14.58,161.66,41.53,28.37,28.97,76.78,12.93,480.77,Reddish Brown Latosolic
Intermediate,6.0,89.53,25.27,213.51,26.43,27.83,28.73,51.58,12.82,645.16,Alluvial Soils
Wet,5.48,40.92,15.24,146.11,68.53,24.12,25.94,71.4,16.5,144.2,Immature Brown Loams
Dry,6.42,44.95,14.36,121.47,23.65,26.74,28.46,73.72,2.45,48.05,Low Humic Gley
Dry,8.02,33.0,15.15,231.73,67.29,31.69,32.77,84.72,3.52,125.97,Calcic Red Yellow Latosols
Dry,7.87,35.03,13.32,205.31,11.28,33.19,34.71,55.2,3.82,75.45,Calcic Red Yellow Latosols
Dry/Wet,7.15,13.37,5.28,56.5,57.91,29.94,31.41,70.64,28.41,381.53,Regosols
Intermediate,6.52,84.29,29.98,225.77,57.72,29.05,30.0,52.91,8.02,78.21,Alluvial Soils
Wet,4.33,112.08,10.44,66.42,35.44,24.74,26.04,40.77,18.01,342.07,Bog and Half-Bog
Dry,6.73,60.03,18.61,156.74,58.19,27.87,29.33,70.77,2.64,24.86,Reddish Brown Earths
Dry,6.33,17.48,7.29,82.69,49.2,32.09,33.9,54.71,0.46,101.34,Red Yellow Latosols
Intermediate,6.34,81.03,27.38,162.0,17.16,30.1,31.15,76.35,10.07,71.72,Alluvial Soils
Intermediate,6.46,86.58,26.37,190.55,67.56,27.55,28.59,42.98,14.94,574.07,Alluvial Soils
Wet,4.67,111.85,9.02,84.01,59.02,24.41,25.81,61.83,24.32,277.99,Bog and Half-Bog
Dry,7.93,44.72,21.56,306.28,28.24,31.53,32.11,46.08,1.33,20.67,Grumusols
Dry,8.12,30.99,22.63,230.72,27.58,33.12,33.93,84.52,1.99,46.2,Calcic Red Yellow Latosols
Wet,5.22,31.25,8.53,101.53,17.38,23.69,24.58,82.02,11.71,133.55,Red Yellow Podzolic
Dry,7.89,32.69,18.32,221.84,40.2,30.5,31.85,44.58,1.78,19.12,Calcic Red Yellow Latosols
Dry,6.19,30.26,9.77,104.11,25.64,29.63,31.55,85.5,0.88,25.87,Non-Calcic Brown
Dry/Wet,6.87,9.87,7.13,50.25,65.58,28.8,30.76,91.98,22.59,125.48,Regosols
Dry,6.93,41.25,14.73,113.92,35.25,26.81,28.56,86.73,3.24,123.82,Low Humic Gley
Dry,6.71,48.92,14.29,139.27,17.13,29.6,30.53,85.49,1.38,130.99,Low Humic Gley
Dry,8.27,12.8,10.35,410.11,20.91,33.76,34.85,60.54,1.26,125.69,Solonchaks
Dry,9.0,9.95,9.77,468.59,34.53,29.87,31.76,75.78,4.57,100.34,Solonchaks
Wet,4.6,122.79,7.29,63.2,25.11,26.8,27.41,88.6,20.37,201.98,Bog and Half-Bog
Dry,6.04,24.49,9.25,112.0,69.45,25.8,27.5,41.85,4.42,49.26,Non-Calcic Brown
Dry,7.74,28.97,16.39,268.46,52.67,27.17,28.8,42.61,4.03,18.98,Calcic Red Yellow Latosols
Dry/Wet,6.96,12.44,5.38,50.5,21.71,28.51,30.3,64.51,10.28,97.97,Regosols
Wet,5.28,37.51,16.32,126.24,11.52,24.46,25.36,90.45,28.29,470.78,Immature Brown Loams
Dry,7.01,54.01,20.33,182.84,26.76,28.12,28.8,78.75,2.86,70.23,Reddish Brown Earths
Dry,6.99,43.75,13.01,123.08,38.92,29.78,30.62,45.03,0.05,60.5,Low Humic Gley
Dry,7.54,38.34,21.71,268.5,41.57,26.96,28.86,57.06,4.46,86.11,Grumusols
Dry,6.72,44.04,16.32,126.64,40.2,25.97,27.96,59.81,3.85,145.06,Low Humic Gley
Intermediate,5.86,40.19,12.23,146.53,44.79,23.3,23.99,89.45,13.95,734.3,Reddish Brown Latosolic
Dry,8.48,16.36,12.69,405.58,43.52,32.2,32.75,51.68,4.31,23.4,Solodized Solonetz
Wet,4.29,133.37,10.58,53.24,8.96,25.87,26.41,77.36,21.59,405.19,Bog and Half-Bog
Intermediate,6.06,76.11,28.8,194.73,22.05,27.67,29.51,40.28,8.32,473.07,Alluvial Soils
Dry,6.34,21.11,9.19,68.07,58.71,31.85,32.68,83.43,1.51,50.2,Red Yellow Latosols
Dry,8.28,16.99,15.49,415.32,60.48,31.81,32.76,44.97,3.12,36.63,Solodized Solonetz
Dry/Wet,7.83,14.76,6.23,55.97,32.49,28.26,29.95,54.67,27.23,363.12,Regosols
Wet,5.57,42.87,15.47,122.52,43.94,21.35,22.81,87.59,18.58,346.31,Immature Brown Loams
Wet,5.06,32.19,10.9,104.87,40.73,21.99,23.52,78.4,28.25,329.29,Red Yellow Podzolic
Dry,7.23,50.35,11.11,118.25,29.65,26.89,28.78,83.8,0.43,119.66,Low Humic Gley
Dry,6.72,45.95,17.97,146.59,32.51,31.61,33.47,89.52,4.52,74.86,Reddish Brown Earths
Dry,6.3,20.66,10.26,61.9,13.73,30.56,32.52,90.15,2.25,92.38,Red Yellow Latosols
Dry,7.36,35.43,26.74,332.65,49.65,29.9,30.98,55.76,4.64,105.86,Grumusols
Dry,6.78,15.48,11.78,76.16,20.81,30.08,31.17,42.13,4.16,52.87,Red Yellow Latosols
Dry/Wet,7.26,13.84,7.35,66.07,12.28,28.26,29.34,71.42,12.3,384.58,Regosols
Dry,8.76,15.84,8.66,428.58,69.16,28.93,30.86,71.6,2.18,79.16,Solonchaks
Dry,6.66,16.95,11.35,82.91,36.07,31.98,32.97,65.49,1.09,116.75,Red Yellow Latosols
Dry,7.77,38.86,23.24,285.31,62.54,29.82,30.47,86.73,0.62,39.14,Grumusols
Dry,7.26,59.45,14.89,125.3,46.67,27.45,28.22,52.06,2.13,91.34,Low Humic Gley
Dry,8.6,14.38,7.0,432.82,27.98,28.59,30.01,68.62,4.18,43.89,Solonchaks
Dry,6.54,19.37,10.17,77.46,7.88,31.39,32.31,48.44,0.08,20.11,Red Yellow Latosols
Dry,7.01,47.56,12.24,126.61,53.94,30.34,31.63,72.18,3.15,103.81,Low Humic Gley
Wet,5.53,35.85,16.05,121.91,59.06,25.59,27.15,78.1,11.07,98.79,Immature Brown Loams
Dry,8.25,29.21,19.01,202.99,38.21,26.54,28.51,72.51,2.66,69.75,Calcic Red Yellow Latosols
Wet,4.82,33.4,13.48,83.67,39.87,22.92,24.41,77.73,22.17,188.65,Red Yellow Podzolic
Dry,8.16,34.75,19.89,242.23,43.82,32.71,33.64,89.4,2.85,82.09,Calcic Red Yellow Latosols
Dry,7.68,42.82,26.48,338.08,32.9,29.73,30.45,63.43,1.79,72.41,Grumusols
Wet,5.51,34.17,14.97,121.34,67.68,25.53,26.53,76.52,26.09,385.55,Immature Brown Loams
Dry,6.4,48.39,16.28,128.61,25.86,27.62,29.3,59.22,4.88,17.0,Low Humic Gley
Dry,7.48,38.19,25.77,246.77,47.41,30.68,32.05,46.89,3.97,28.88,Grumusols
Dry,5.97,24.17,9.94,127.65,53.41,29.94,30.95,53.89,0.79,74.44,Non-Calcic Brown
Dry,6.21,25.92,11.18,88.92,25.13,28.88,30.66,67.65,0.97,78.69,Non-Calcic Brown
Dry,8.27,23.64,15.78,333.94,26.01,33.48,34.41,45.82,1.62,50.71,Solodized Solonetz
Wet,4.5,114.98,10.63,57.09,63.96,25.29,26.05,82.83,28.39,82.17,Bog and Half-Bog
Dry,8.28,25.38,15.21,433.02,5.85,32.04,33.16,71.63,1.29,38.02,Solodized Solonetz
Dry,6.73,62.94,20.84,143.95,22.16,30.01,31.33,61.91,0.34,66.38,Reddish Brown Earths
Wet,5.33,38.1,10.12,79.69,31.78,19.55,21.21,51.49,20.42,306.22,Red Yellow Podzolic
Wet,4.47,107.73,11.49,65.06,25.46,25.22,26.21,78.69,16.99,155.39,Bog and Half-Bog
Dry,8.97,13.3,7.51,480.2,29.44,32.41,33.14,91.89,0.81,134.07,Solonchaks
Dry,6.2,26.72,9.4,110.99,28.94,29.66,30.97,65.19,1.06,38.21,Non-Calcic Brown
Dry,8.38,18.34,16.79,386.58,45.73,32.25,32.99,84.77,0.56,117.67,Solodized Solonetz
Dry,6.65,53.58,21.43,165.2,60.64,30.41,31.27,60.07,2.73,38.76,Reddish Brown Earths
Dry,7.89,26.52,18.01,235.94,44.84,31.23,32.74,73.11,3.35,134.09,Calcic Red Yellow Latosols
Wet,5.54,39.2,13.4,138.58,38.98,20.45,22.34,83.83,19.88,350.13,Immature Brown Loams
Dry,8.42,10.82,9.86,530.65,17.5,27.72,29.61,87.25,4.47,114.98,Solonchaks
Dry,6.52,47.74,19.76,172.35,39.54,33.07,33.99,42.22,3.55,100.99,Reddish Brown Earths
Wet,5.05,36.91,7.36,82.73,49.15,20.71,22.39,80.36,29.29,262.43,Red Yellow Podzolic
Dry,6.19,16.88,11.04,71.44,55.31,31.86,33.15,48.8,3.82,44.49,Red Yellow Latosols
Dry,7.35,38.85,25.13,276.48,41.63,30.94,32.62,49.44,0.62,114.3,Grumusols
Dry,7.92,17.3,15.21,430.23,52.47,31.11,32.51,71.64,0.94,37.49,Solodized Solonetz
Dry,6.78,55.29,14.49,166.14,39.98,29.41,30.2,76.39,2.83,28.0,Reddish Brown Earths
Dry,6.18,24.7,6.36,90.63,52.49,31.83,33.6,45.94,2.51,110.31,Red Yellow Latosols
Dry,6.55,17.62,9.98,68.18,5.96,31.49,33.04,67.99,3.99,21.56,Red Yellow Latosols
Dry,8.02,33.23,14.57,217.31,59.72,32.58,33.18,92.93,0.14,79.02,Calcic Red Yellow Latosols
Dry,6.33,46.76,16.13,150.74,10.74,26.77,28.01,74.51,3.27,97.68,Reddish Brown Earths
Intermediate,5.93,49.4,14.38,149.75,54.83,22.29,23.83,52.63,14.63,643.06,Reddish Brown Latosolic
Intermediate,6.24,36.69,15.85,139.08,26.0,22.12,23.65,60.75,10.54,303.37,Reddish Brown Latosolic
Dry,8.73,11.96,5.45,373.67,23.13,33.44,34.05,56.64,0.36,31.37,Solonchaks
Dry,6.51,21.05,10.78,86.38,29.8,29.27,31.24,55.22,3.07,84.74,Red Yellow Latosols
Wet,5.64,29.99,18.01,136.91,17.83,20.25,21.61,79.84,12.12,264.88,Immature Brown Loams
Wet,5.36,37.39,12.9,123.18,59.1,23.1,24.13,73.33,27.99,479.79,Immature Brown Loams
Intermediate,5.93,45.88,14.69,136.63,54.61,24.91,26.32,68.57,11.2,679.55,Reddish Brown Latosolic
Dry,6.26,23.89,6.81,85.56,13.76,29.11,30.72,65.62,1.13,37.67,Red Yellow Latosols
Wet,5.02,28.61,6.66,87.41,61.85,21.76,22.49,87.27,23.86,38.89,Red Yellow Podzolic
Dry,5.89,24.53,9.78,114.83,6.19,27.07,28.28,68.57,2.37,43.13,Non-Calcic Brown
Dry,7.56,44.94,23.93,258.1,58.74,27.04,28.52,65.85,1.0,148.65,Grumusols
Dry,6.13,28.51,8.02,104.89,7.19,29.91,31.34,81.19,4.55,147.99,Non-Calcic Brown
Dry,7.76,36.93,22.88,266.74,8.18,31.89,33.66,89.07,2.74,135.75,Grumusols
Dry,7.96,21.02,14.76,222.67,58.45,32.81,33.92,85.5,4.93,13.78,Solodized Solonetz
Intermediate,6.11,78.36,25.52,201.43,48.08,25.93,26.48,89.89,14.1,273.89,Alluvial Soils
Dry,8.61,18.56,12.14,353.62,44.03,30.15,31.67,60.73,2.85,132.17,Solodized Solonetz
Wet,4.36,116.43,11.03,65.3,41.65,27.3,28.38,73.44,12.56,194.41,Bog and Half-Bog
Dry,6.87,52.26,18.81,185.55,28.91,30.0,31.83,73.0,3.12,56.32,Reddish Brown Earths
Dry,6.97,41.88,16.6,111.43,62.59,30.47,31.19,70.12,3.52,121.42,Low Humic Gley
Dry,8.88,9.51,8.61,550.17,52.16,33.95,34.76,53.29,3.57,91.77,Solonchaks
Wet,4.31,130.12,6.39,66.12,44.02,27.41,28.46,70.7,17.35,369.28,Bog and Half-Bog
Intermediate,6.06,76.22,32.56,192.96,55.6,28.79,30.17,49.27,14.2,130.82,Alluvial Soils
Intermediate,5.95,80.55,25.24,185.64,47.42,28.49,29.75,66.52,6.14,208.45,Alluvial Soils
