supplierName,seedType,region,price,rating,distance_km,stock,deliveryTime_days,organicCertified,reviews,
Land mark agro Seeds,Potato Seed,Matara,8291,3.7,59,88,4,FALSE,477,2422.6
Green Harvest Agriculture,Tomato Seed,Badulla,5219,4.5,8,631,1,FALSE,315,10077.4
Janogali,Tomato Seed,Ratnapura,4795,3.7,49,321,5,TRUE,195,6351.0
Saduthara Plant nursery,Rice Seed,Anuradhapura,5311,4.6,20,326,4,TRUE,135,6747.6
Land mark agro Seeds,Tomato Seed,Monaragala,5094,3.6,54,581,1,TRUE,484,8734.4
Land mark agro Seeds,Tomato Seed,Ratnapura,7434,4.3,28,438,3,FALSE,493,6867.4
Purahanda Enterprises,Chili Seed,Monaragala,5814,4.8,57,194,1,FALSE,92,4480.4
Green Grove Fertilizer,Cabbage Seed,Anuradhapura,6481,4.7,57,195,3,FALSE,113,4226.6
Land mark agro Seeds,Carrot Seed,Galle,5785,3.5,26,295,4,FALSE,342,6161.0
Green Harvest Agriculture,Tomato Seed,Matara,4726,3.9,34,683,3,TRUE,461,10292.6
Janogali,Pumpkin Seed,Hambantota,6535,4.9,47,133,2,TRUE,271,3779.0
Saduthara Plant nursery,Pumpkin Seed,Anuradhapura,5662,3.5,5,207,5,FALSE,401,5750.2
Land mark agro Seeds,Tomato Seed,Ratnapura,4799,3.7,18,528,5,FALSE,301,9039.4
Land mark agro Seeds,Rice Seed,Badulla,3640,4.0,6,634,3,TRUE,112,10794.0
Purahanda Enterprises,Tomato Seed,Anuradhapura,6970,3.6,21,314,2,FALSE,124,5974.0
Green Grove Fertilizer,Bean Seed,Polonnaruwa,6177,4.2,16,286,3,FALSE,442,6093.2
Land mark agro Seeds,Bean Seed,Badulla,4767,4.0,16,124,2,TRUE,99,5043.2
Green Harvest Agriculture,Chili Seed,Monaragala,4607,3.8,36,71,4,TRUE,455,4183.2
Janogali,Onion Seed,Ampara,8490,4.0,33,680,4,TRUE,139,8774.0
Saduthara Plant nursery,Pumpkin Seed,Nuwara Eliya,6026,3.6,20,690,4,FALSE,307,10131.6
Land mark agro Seeds,Chili Seed,Anuradhapura,5199,3.7,60,203,3,FALSE,280,4789.4
Land mark agro Seeds,Pumpkin Seed,Kandy,4833,4.5,24,395,5,TRUE,161,7551.8
Purahanda Enterprises,Corn Seed,Galle,3821,3.9,39,501,3,TRUE,40,8734.6
Green Grove Fertilizer,Chili Seed,Badulla,5338,3.8,9,379,1,TRUE,181,7510.8
Land mark agro Seeds,Onion Seed,Hambantota,6757,4.2,44,470,3,FALSE,137,7141.2
Green Harvest Agriculture,Carrot Seed,Ampara,6247,4.3,4,362,4,TRUE,474,7062.2
Janogali,Bean Seed,Ratnapura,4173,4.6,54,322,2,TRUE,356,6482.8
Saduthara Plant nursery,Rice Seed,Colombo,4134,4.2,37,641,3,FALSE,416,10040.4
Land mark agro Seeds,Pumpkin Seed,Badulla,5239,3.7,24,67,5,FALSE,158,4133.4
Land mark agro Seeds,Corn Seed,Polonnaruwa,4423,3.8,16,528,1,FALSE,106,9226.8
Purahanda Enterprises,Chili Seed,Galle,6563,3.6,22,359,2,TRUE,378,6566.8
Green Grove Fertilizer,Pumpkin Seed,Badulla,4047,4.9,54,340,2,TRUE,471,6704.2
Land mark agro Seeds,Rice Seed,Polonnaruwa,5018,3.7,11,192,5,FALSE,169,5731.8
Green Harvest Agriculture,Cabbage Seed,Monaragala,5199,3.8,42,331,4,TRUE,158,6426.4
Janogali,Onion Seed,Monaragala,6154,4.5,59,474,2,TRUE,481,7113.4
Saduthara Plant nursery,Chili Seed,Ratnapura,4387,4.9,21,167,2,TRUE,314,5498.2
Land mark agro Seeds,Carrot Seed,Monaragala,4665,4.4,50,351,3,FALSE,35,6662.0
Land mark agro Seeds,Rice Seed,Ratnapura,3580,4.2,55,239,5,TRUE,326,5882.0
Purahanda Enterprises,Carrot Seed,Badulla,6155,3.7,56,440,1,TRUE,476,6857.0
Green Grove Fertilizer,Tomato Seed,Ampara,6526,3.9,2,373,3,FALSE,257,7112.6
Land mark agro Seeds,Pumpkin Seed,Hambantota,4977,4.2,4,219,2,FALSE,192,6143.2
Green Harvest Agriculture,Corn Seed,Matara,3848,5.0,20,253,5,FALSE,460,6590.8
Janogali,Potato Seed,Matara,7183,4.4,22,385,4,FALSE,256,6554.8
Saduthara Plant nursery,Corn Seed,Anuradhapura,3389,4.5,14,624,2,TRUE,500,10619.4
Land mark agro Seeds,Onion Seed,Matara,5049,4.9,60,428,4,FALSE,385,7063.4
Land mark agro Seeds,Corn Seed,Matale,3496,4.1,32,584,3,TRUE,74,9828.6
Purahanda Enterprises,Potato Seed,Nuwara Eliya,5963,3.5,53,176,5,FALSE,449,4359.8
Green Grove Fertilizer,Pumpkin Seed,Colombo,4246,4.8,42,121,1,FALSE,181,4677.6
Land mark agro Seeds,Potato Seed,Hambantota,8038,4.0,31,83,3,TRUE,414,3024.8
Green Harvest Agriculture,Cabbage Seed,Monaragala,5237,3.9,46,287,5,TRUE,278,5888.2
Janogali,Pumpkin Seed,Polonnaruwa,6604,5.0,17,336,5,TRUE,269,6378.4
Saduthara Plant nursery,Onion Seed,Matara,8039,3.6,46,127,2,FALSE,49,3176.4
Land mark agro Seeds,Cabbage Seed,Ratnapura,6827,4.0,48,418,2,TRUE,491,6519.2
Land mark agro Seeds,Bean Seed,Kandy,4761,4.1,47,408,4,TRUE,315,7262.6
Purahanda Enterprises,Carrot Seed,Colombo,7751,3.7,17,385,5,TRUE,332,6448.6
Green Grove Fertilizer,Tomato Seed,Kandy,7431,4.9,48,490,1,TRUE,278,6970.6
Land mark agro Seeds,Carrot Seed,Matara,6801,3.7,3,295,3,FALSE,386,6208.6
Green Harvest Agriculture,Rice Seed,Kurunegala,4857,4.1,6,306,3,TRUE,136,7024.2
Janogali,Bean Seed,Kurunegala,5696,4.2,31,268,2,TRUE,445,5805.6
Saduthara Plant nursery,Potato Seed,Ratnapura,8134,3.9,8,278,5,FALSE,367,5399.4
Land mark agro Seeds,Chili Seed,Matale,5162,4.9,16,176,5,FALSE,161,5378.2
Land mark agro Seeds,Tomato Seed,Badulla,6039,4.1,10,152,4,FALSE,159,4931.4
Purahanda Enterprises,Rice Seed,Jaffna,3987,4.4,31,201,5,FALSE,209,5813.2
Green Grove Fertilizer,Corn Seed,Jaffna,4025,3.7,19,326,5,FALSE,444,7309.0
Land mark agro Seeds,Bean Seed,Monaragala,4486,4.0,42,682,1,TRUE,228,10215.6
Green Harvest Agriculture,Onion Seed,Badulla,8277,3.6,44,685,5,FALSE,399,8701.2
Janogali,Chili Seed,Kandy,6156,4.6,3,431,5,TRUE,266,7799.6
Saduthara Plant nursery,Onion Seed,Polonnaruwa,5678,4.4,13,92,2,TRUE,52,4406.8
Land mark agro Seeds,Bean Seed,Kurunegala,5434,4.3,8,99,3,TRUE,62,4677.4
Land mark agro Seeds,Onion Seed,Matale,5646,4.1,40,193,3,TRUE,450,4898.6
Purahanda Enterprises,Pumpkin Seed,Monaragala,3934,4.7,58,114,2,FALSE,403,4415.4
